Server,Level,name,Fully Qualified Name,Ignore,Merged Description,Description,Status,In Use,Business Unit,App Link,Redline DA Access Granted
GSFS-SQLAOC03,Primary,tempdb,GSFS-SQLAOC03.tempdb,Yes,,,ONLINE,,,,Yes
GSFS-SQLAOC03,Primary,WINGS,GSFS-SQLAOC03.WINGS,,WINGS,,ONLINE,,,,Yes
GSFS-SQLDEV01,Dev,ASPState,GSFS-SQLDEV01.ASPState,,SCS Application,,ONLINE,,,,Yes
GSFS-AU-SQL-P04,Primary,GSFS_DW_Stage,GSFS-AU-SQL-P04.GSFS_DW_Stage,,,,NULL,,,,Yes
GSFS-AU-SQL-P04,Primary,GSFS_DW_Stage_Old,GSFS-AU-SQL-P04.GSFS_DW_Stage_Old,,,,NULL,,,,Yes
GSFS-SQLDEV01,Dev,DBA,GSFS-SQLDEV01.DBA,,DBA purpose,,ONLINE,,,,Yes
GSFS-SQLDEV02,Dev,GSFS_DWH,GSFS-SQLDEV02.GSFS_DWH,,,,ONLINE,,,,Yes
GSFS-SQLDEV01,Dev,gsfs_gap_claim,GSFS-SQLDEV01.gsfs_gap_claim,,,,ONLINE,,,,Yes
GSFS-SQLDEV01,Dev,Dev_I3_IC,GSFS-SQLDEV01.Dev_I3_IC,,Call Center,,ONLINE,,,,Yes
GSFS-SQLDEV01,Dev,GSFS_LicMgmt_BKP,GSFS-SQLDEV01.GSFS_LicMgmt_BKP,,,,ONLINE,,,,Yes
GSFS-SQLDEV01,Dev,GSFS_App,GSFS-SQLDEV01.GSFS_App,,"OMEGA, Incentives,Customer Portal,Executive Dashboard, Reinsurance & All internal applications",,ONLINE,,,,Yes
GSFS-SQLDEV01,Dev,gsfs_applications,GSFS-SQLDEV01.gsfs_applications,,GSFS Group Application,,ONLINE,,,,Yes
GSFS-SQLDEV02,Dev,GSFS_Omega_Incentives,GSFS-SQLDEV02.GSFS_Omega_Incentives,,,,ONLINE,,,,Yes
GSFS-SQLDEV01,Dev,HiringWinnersContent,GSFS-SQLDEV01.HiringWinnersContent,,,,ONLINE,,,,Yes
GSFS-SQLDEV01,Dev,GSFS_LicMgmt,GSFS-SQLDEV01.GSFS_LicMgmt,,Legal,,ONLINE,,,,Yes
GSFS-SQLDEV01,Dev,Intake,GSFS-SQLDEV01.Intake,,,,ONLINE,,,,Yes
GSFS-SQLDEV01,Dev,GSFS_Stage,GSFS-SQLDEV01.GSFS_Stage,,SSRS Reports,,ONLINE,,,,Yes
GSFS-SQLDEV01,Dev,GSFS_Trans,GSFS-SQLDEV01.GSFS_Trans,,GSFS Group Application,,ONLINE,,,,Yes
GSFS-SQLDEV01,Dev,GSFSSecurity,GSFS-SQLDEV01.GSFSSecurity,,SSIS Packages,,ONLINE,,,,Yes
GSFS-AU-SQL-Q02,Primary,myGSFS,GSFS-AU-SQL-Q02.myGSFS,,,Dealer portal,ONLINE,,,,Yes
GSFS-SQLDEV01,Dev,I3_IC,GSFS-SQLDEV01.I3_IC,,Call Center,,ONLINE,,,,Yes
GSFS-FC-SQL-Q02,Secondary,myGSFS,GSFS-FC-SQL-Q02.myGSFS,,,,ONLINE,,,,Yes
GSFS-SQLDEV01,Dev,iWORKS,GSFS-SQLDEV01.iWORKS,,iWORKS,,ONLINE,,,,Yes
GSFS-SQLDEV01,Dev,master,GSFS-SQLDEV01.master,Yes,,,ONLINE,,,,Yes
GSFS-SQLDEV01,Dev,model,GSFS-SQLDEV01.model,Yes,,,ONLINE,,,,Yes
GSFS-SQLDEV01,Dev,msdb,GSFS-SQLDEV01.msdb,Yes,,,ONLINE,,,,Yes
GSFS-SQLDEV01,Dev,P_EDFSecurity,GSFS-SQLDEV01.P_EDFSecurity,,SSIS Packages,,ONLINE,,,,Yes
GSFS-SQLDEV01,Dev,ReportServer,GSFS-SQLDEV01.ReportServer,,SCS Reports,,ONLINE,,,,Yes
GSFS-SQLDEV01,Dev,ReportServerTempDB,GSFS-SQLDEV01.ReportServerTempDB,,SCS Reports,,ONLINE,,,,Yes
GSFS-SQLDEV01,Dev,scs_auto_document_gsfs,GSFS-SQLDEV01.scs_auto_document_gsfs,,SCS Application,,ONLINE,,,,Yes
GSFS-SQLDEV01,Dev,scs_auto_gsfs,GSFS-SQLDEV01.scs_auto_gsfs,,SCS Application,,ONLINE,,,,Yes
GSFS-SQLDEV01,Dev,scs_auto_master,GSFS-SQLDEV01.scs_auto_master,,SCS Application,,ONLINE,,,,Yes
GSFS-SQLDEV01,Dev,scs_auto_temp,GSFS-SQLDEV01.scs_auto_temp,,SCS Application,,ONLINE,,,,Yes
GSFS-SQLDEV01,Dev,scs_stage,GSFS-SQLDEV01.scs_stage,,SCS Application,,ONLINE,,,,Yes
GSFS-SQLDEV01,Dev,scs_warehouse_gsfs,GSFS-SQLDEV01.scs_warehouse_gsfs,,SCS Application,,ONLINE,,,,Yes
GSFS-SQLDEV01,Dev,scs_warehouse_master,GSFS-SQLDEV01.scs_warehouse_master,,SCS Application,,ONLINE,,,,Yes
GSFS-SQLDEV01,Dev,SSISDB,GSFS-SQLDEV01.SSISDB,,SSIS Packages,,ONLINE,,,,Yes
GSFS-SQLDEV01,Dev,tempdb,GSFS-SQLDEV01.tempdb,Yes,,,ONLINE,,,,Yes
GSFS-SQLDEV02,Dev,AppSecurity,GSFS-SQLDEV02.AppSecurity,,"OMEGA, Incentives,Customer Portal,Executive Dashboard, Reinsurance & All internal applications",,ONLINE,,,,Yes
GSFS-SQLAOC02,Secondary,myGSFS,GSFS-SQLAOC02.myGSFS,,,,ONLINE,,,,Yes
GSFS-FC-SQL-P03,Secondary,Octopus,GSFS-FC-SQL-P03.Octopus,,,Dev team CI/CD demo db. Unused,NULL,No,Software Engineering,,Yes
GSFS-SQLAOC03,Primary,Octopus,GSFS-SQLAOC03.Octopus,,,Dev team CI/CD demo db. Unused,ONLINE,No,Software Engineering,,Yes
GSFS-SQLDEV02,Dev,Octopus,GSFS-SQLDEV02.Octopus,,,Dev team CI/CD demo db. Unused,ONLINE,No,Software Engineering,,Yes
GSFS-SQLDEV02,Dev,GSFS_App,GSFS-SQLDEV02.GSFS_App,,"OMEGA, Incentives,Customer Portal,Executive Dashboard, Reinsurance & All internal applications",,ONLINE,,,,Yes
GSFS-SQLDEV02,Dev,GSFS_Archive,GSFS-SQLDEV02.GSFS_Archive,,Archive database for SCS,,ONLINE,,,,Yes
GSFS-SQLDEV02,Dev,GSFS_ARG,GSFS-SQLDEV02.GSFS_ARG,,Report Portal & Executive Dashboard,,ONLINE,,,,Yes
GSFS-AU-SQL-P02,Primary,Protect,GSFS-AU-SQL-P02.Protect,,,,NULL,,,,Yes
GSFS-SQLDEV02,Dev,GSFS_DW,GSFS-SQLDEV02.GSFS_DW,,Data Warehouse & All internal applications,,ONLINE,,,,Yes
GSFS-QASQL-02,Primary,RedGateMonitor,GSFS-QASQL-02.RedGateMonitor,,,,ONLINE,,,,Yes
GSFS-SQLDEV02,Dev,salesforce backups,GSFS-SQLDEV02.salesforce backups,,,,ONLINE,,,,Yes
GSFS-SQLDEV02,Dev,GSFS_IPS,GSFS-SQLDEV02.GSFS_IPS,,IPS,,ONLINE,,,,Yes
GSFS-SQLDEV02,Dev,GSFS_OMEGA,GSFS-SQLDEV02.GSFS_OMEGA,,OMEGA,,ONLINE,,,,Yes
GSFS-SQLRPT01,Primary,salesforce backups,GSFS-SQLRPT01.salesforce backups,,,,ONLINE,,,,Yes
GSFS-SQLDEV02,Dev,GSFS_Report,GSFS-SQLDEV02.GSFS_Report,,SSRS Reports,,ONLINE,,,,Yes
GSFS-SQLDEV02,Dev,GSFS_Sandbox,GSFS-SQLDEV02.GSFS_Sandbox,,SSRS Reports,,ONLINE,,,,Yes
GSFS-SQLDEV02,Dev,GSFS_Stage,GSFS-SQLDEV02.GSFS_Stage,,SSRS Reports,,ONLINE,,,,Yes
GSFS-SQLDEV02,Dev,master,GSFS-SQLDEV02.master,Yes,,,ONLINE,,,,Yes
GSFS-SQLDEV02,Dev,model,GSFS-SQLDEV02.model,Yes,,,ONLINE,,,,Yes
GSFS-SQLDEV02,Dev,msdb,GSFS-SQLDEV02.msdb,Yes,,,ONLINE,,,,Yes
GSFS-SQLDEV02,Dev,scs_auto_demo_122016,GSFS-SQLDEV02.scs_auto_demo_122016,,,,ONLINE,,,,Yes
GSFS-SQLDEV02,Dev,ReportServer,GSFS-SQLDEV02.ReportServer,,SCS Reports,,ONLINE,,,,Yes
GSFS-SQLDEV02,Dev,ReportServerTempDB,GSFS-SQLDEV02.ReportServerTempDB,,SCS Reports,,ONLINE,,,,Yes
GSFS-AU-SQL-P04,Primary,scs_auto_qa_May_2020,GSFS-AU-SQL-P04.scs_auto_qa_May_2020,,,,NULL,,,,Yes
GSFS-AU-SQL-P02,Primary,Training,GSFS-AU-SQL-P02.Training,,,,NULL,,,,Yes
GSFS-SQLDEV02,Dev,scs_auto_qa,GSFS-SQLDEV02.scs_auto_qa,,Month End,,ONLINE,,,,Yes
GSFS-SQLDEV02,Dev,SSISDB,GSFS-SQLDEV02.SSISDB,,SSIS Packages,,ONLINE,,,,Yes
GSFS-SQLDEV02,Dev,tempdb,GSFS-SQLDEV02.tempdb,Yes,,,ONLINE,,,,Yes
GSFS-AU-SQL-Q02,Primary,Training,GSFS-AU-SQL-Q02.Training,,,,ONLINE,,,,Yes
GSFS-SQLRPT01,Primary,DBA_Repository,GSFS-SQLRPT01.DBA_Repository,,DBA purpose,,ONLINE,,,,Yes
GSFS-SQLRPT01,Primary,GSFS_Archive,GSFS-SQLRPT01.GSFS_Archive,,Archive database for SCS,,ONLINE,,,,Yes
GSFS-SQLRPT01,Primary,master,GSFS-SQLRPT01.master,Yes,,,ONLINE,,,,Yes
GSFS-SQLRPT01,Primary,model,GSFS-SQLRPT01.model,Yes,,,ONLINE,,,,Yes
GSFS-SQLRPT01,Primary,msdb,GSFS-SQLRPT01.msdb,Yes,,,ONLINE,,,,Yes
GSFS-SQLRPT01,Primary,ReportServer,GSFS-SQLRPT01.ReportServer,,SCS Reports,,ONLINE,,,,Yes
GSFS-SQLRPT01,Primary,ReportServerTempDB,GSFS-SQLRPT01.ReportServerTempDB,,SCS Reports,,ONLINE,,,,Yes
GSFS-FC-SQL-Q02,Secondary,Training,GSFS-FC-SQL-Q02.Training,,,,ONLINE,,,,Yes
GSFS-SQLRPT01,Primary,SSA,GSFS-SQLRPT01.SSA,,DBA purpose,,ONLINE,,,,Yes
GSFS-SQLRPT01,Primary,SSISDB,GSFS-SQLRPT01.SSISDB,,SSIS Packages,,ONLINE,,,,Yes
GSFS-SQLRPT01,Primary,tempdb,GSFS-SQLRPT01.tempdb,Yes,,,ONLINE,,,,Yes
GSFS-FC-SQL-P01,Dev,ASPState,GSFS-FC-SQL-P01.ASPState,,SCS Application,,ONLINE,,,,Yes
GSFS-FC-SQL-P01,Dev,gsfs_applications,GSFS-FC-SQL-P01.gsfs_applications,,GSFS Group Application,,ONLINE,,,,Yes
GSFS-FC-SQL-P01,Dev,GSFS_Trans,GSFS-FC-SQL-P01.GSFS_Trans,,GSFS Group Application,,ONLINE,,,,Yes
GSFS-FC-SQL-P01,Dev,master,GSFS-FC-SQL-P01.master,Yes,,,ONLINE,,,,Yes
GSFS-FC-SQL-P01,Dev,model,GSFS-FC-SQL-P01.model,Yes,,,ONLINE,,,,Yes
GSFS-FC-SQL-P01,Dev,msdb,GSFS-FC-SQL-P01.msdb,Yes,,,ONLINE,,,,Yes
GSFS-FC-SQL-P01,Dev,ReportServer,GSFS-FC-SQL-P01.ReportServer,,SCS Reports,,ONLINE,,,,Yes
GSFS-FC-SQL-P01,Dev,ReportServerTempDB,GSFS-FC-SQL-P01.ReportServerTempDB,,SCS Reports,,ONLINE,,,,Yes
GSFS-FC-SQL-P01,Dev,scs_auto_document_gsfs,GSFS-FC-SQL-P01.scs_auto_document_gsfs,,SCS Application,,ONLINE,,,,Yes
GSFS-FC-SQL-P01,Dev,scs_auto_gsfs,GSFS-FC-SQL-P01.scs_auto_gsfs,,SCS Application,,ONLINE,,,,Yes
GSFS-FC-SQL-P01,Dev,scs_auto_master,GSFS-FC-SQL-P01.scs_auto_master,,SCS Application,,ONLINE,,,,Yes
GSFS-FC-SQL-P01,Dev,scs_auto_temp,GSFS-FC-SQL-P01.scs_auto_temp,,SCS Application,,ONLINE,,,,Yes
GSFS-FC-SQL-P01,Dev,scs_stage,GSFS-FC-SQL-P01.scs_stage,,SCS Application,,ONLINE,,,,Yes
GSFS-FC-SQL-P01,Dev,scs_utility,GSFS-FC-SQL-P01.scs_utility,,SCS Application,,ONLINE,,,,Yes
GSFS-FC-SQL-P01,Dev,scs_warehouse_gsfs,GSFS-FC-SQL-P01.scs_warehouse_gsfs,,SCS Application,,ONLINE,,,,Yes
GSFS-FC-SQL-P01,Dev,scs_warehouse_master,GSFS-FC-SQL-P01.scs_warehouse_master,,SCS Application,,ONLINE,,,,Yes
GSFS-FC-SQL-P01,Dev,SSISDB,GSFS-FC-SQL-P01.SSISDB,,SSIS Packages,,ONLINE,,,,Yes
GSFS-FC-SQL-P01,Dev,tempdb,GSFS-FC-SQL-P01.tempdb,Yes,,,ONLINE,,,,Yes
sqlqascs,Primary,ASPState,sqlqascs.ASPState,,SCS Application,,NULL,,,,Yes
GSFS-SQLAOC02,Secondary,Training,GSFS-SQLAOC02.Training,,,,ONLINE,,,,Yes
GSFS-SQLDEV02,Dev,Training,GSFS-SQLDEV02.Training,,,,ONLINE,,,,Yes
sqlqascs,Primary,gsfs_applications,sqlqascs.gsfs_applications,,GSFS Group Application,,NULL,,,,Yes
sqlqascs,Primary,GSFS_Trans,sqlqascs.GSFS_Trans,,GSFS Group Application,,NULL,,,,Yes
sqlqascs,Primary,master,sqlqascs.master,Yes,,,NULL,,,,Yes
sqlqascs,Primary,model,sqlqascs.model,Yes,,,NULL,,,,Yes
sqlqascs,Primary,msdb,sqlqascs.msdb,Yes,,,NULL,,,,Yes
sqlqascs,Primary,ReportServer,sqlqascs.ReportServer,,SCS Reports,,NULL,,,,Yes
sqlqascs,Primary,ReportServerTempDB,sqlqascs.ReportServerTempDB,,SCS Reports,,NULL,,,,Yes
sqlqascs,Primary,scs_auto_document_gsfs,sqlqascs.scs_auto_document_gsfs,,SCS Application,,NULL,,,,Yes
sqlqascs,Primary,scs_auto_gsfs,sqlqascs.scs_auto_gsfs,,SCS Application,,NULL,,,,Yes
sqlqascs,Primary,scs_auto_master,sqlqascs.scs_auto_master,,SCS Application,,NULL,,,,Yes
sqlqascs,Primary,scs_auto_temp,sqlqascs.scs_auto_temp,,SCS Application,,NULL,,,,Yes
sqlqascs,Primary,scs_stage,sqlqascs.scs_stage,,SCS Application,,NULL,,,,Yes
sqlqascs,Primary,scs_warehouse_gsfs,sqlqascs.scs_warehouse_gsfs,,SCS Application,,NULL,,,,Yes
sqlqascs,Primary,scs_warehouse_master,sqlqascs.scs_warehouse_master,,SCS Application,,NULL,,,,Yes
sqlqascs,Primary,SSISDB,sqlqascs.SSISDB,,SSIS Packages,,NULL,,,,Yes
sqlqascs,Primary,tempdb,sqlqascs.tempdb,Yes,,,NULL,,,,Yes
GSFS-FC-SQL-P04,Primary,DBA_Repository,GSFS-FC-SQL-P04.DBA_Repository,,DBA purpose,,,,,,
GSFS-FC-SQL-P04,Primary,GSFS_Archive,GSFS-FC-SQL-P04.GSFS_Archive,,Archive database for SCS,,,,,,
GSFS-FC-SQL-P04,Primary,GSFS_DW,GSFS-FC-SQL-P04.GSFS_DW,,Data Warehouse (Sisense),,,,,,
GSFS-FC-SQL-P04,Primary,GSFS_DW_RT,GSFS-FC-SQL-P04.GSFS_DW_RT,,0,,,,,,
GSFS-FC-SQL-P04,Primary,GSFS_DW_Stage,GSFS-FC-SQL-P04.GSFS_DW_Stage,,0,,,,,,
GSFS-FC-SQL-P04,Primary,GSFS_Stage,GSFS-FC-SQL-P04.GSFS_Stage,,0,,,,,,
GSFS-FC-SQL-P04,Primary,ReportServer,GSFS-FC-SQL-P04.ReportServer,,PowerBI Reports,,,,,,
GSFS-FC-SQL-P04,Primary,ReportServerTempDB,GSFS-FC-SQL-P04.ReportServerTempDB,,0,,,,,,
GSFS-FC-SQL-P04,Primary,scs_auto_qa,GSFS-FC-SQL-P04.scs_auto_qa,,Month End,,,,,,
GSFS-FC-SQL-P04,Primary,scs_auto_qa_prior_month,GSFS-FC-SQL-P04.scs_auto_qa_prior_month,,Month End,,,,,,
GSFS-FC-SQL-P04,Primary,SSA,GSFS-FC-SQL-P04.SSA,,DBA purpose,,,,,,
GSFS-FC-SQL-P04,Primary,SSISDB,GSFS-FC-SQL-P04.SSISDB,,SSIS Packages,,,,,,
GSFS-AU-SQL-P04,Secondary,DBA_Repository,GSFS-AU-SQL-P04.DBA_Repository,,DBA purpose,,,,,,
GSFS-AU-SQL-P04,Secondary,GSFS_Archive,GSFS-AU-SQL-P04.GSFS_Archive,,Archive database for SCS,,,,,,
GSFS-AU-SQL-P04,Secondary,GSFS_DW,GSFS-AU-SQL-P04.GSFS_DW,,Data Warehouse (Sisense),,,,,,
GSFS-AU-SQL-P04,Secondary,GSFS_DW_RT,GSFS-AU-SQL-P04.GSFS_DW_RT,,0,,,,,,
GSFS-AU-SQL-P04,Secondary,GSFS_DW_Stage,GSFS-AU-SQL-P04.GSFS_DW_Stage,,0,,,,,,
GSFS-AU-SQL-P04,Secondary,GSFS_Stage,GSFS-AU-SQL-P04.GSFS_Stage,,0,,,,,,
GSFS-AU-SQL-P04,Secondary,ReportServer,GSFS-AU-SQL-P04.ReportServer,,PowerBI Reports,,,,,,
GSFS-AU-SQL-P04,Secondary,ReportServerTempDB,GSFS-AU-SQL-P04.ReportServerTempDB,,0,,,,,,
GSFS-AU-SQL-P04,Secondary,scs_auto_qa,GSFS-AU-SQL-P04.scs_auto_qa,,Month End,,,,,,
GSFS-AU-SQL-P04,Secondary,scs_auto_qa_prior_month,GSFS-AU-SQL-P04.scs_auto_qa_prior_month,,Month End,,,,,,
GSFS-AU-SQL-P04,Secondary,SSA,GSFS-AU-SQL-P04.SSA,,DBA purpose,,,,,,
GSFS-AU-SQL-P04,Secondary,SSISDB,GSFS-AU-SQL-P04.SSISDB,,SSIS Packages,,,,,,
